loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,collections_12_mths_ex_med,application_type,pub_rec_bankruptcies,tax_liens,disbursement_method,target,openness,conscientiousness,extraversion,agreeableness,neuroticism,desc_length
5100,5100, 36 months,7.62,158.93,A,A3,,,MORTGAGE,28000.0,Source Verified,May-2013,"  Borrower added on 05/06/13 > To pay off a Benefical high rate load (27+ percent) I am presently paying twice the minimum due each month and have regularly done so for an extended period of time. Even at the double int. rate, I will be lucky to pay this loan off in my lifetime! I need a fixed term loan and this appears to be it!<br>",credit_card,Fixed Term,973xx,OR,24.39,0.0,Sep-1970,0.0,8.0,0.0,12358,57.2,21.0,0.0,Individual,0.0,0.0,Cash,0,0.5251762357582669,0.4883311750120099,0.4738400454688362,0.5582082051030303,0.4385831115228432,335
25000,25000, 60 months,11.71,552.46,B,B3,Exterran,< 1 year,RENT,60000.0,Verified,Dec-2011,"  Borrower added on 11/22/11 > I am using this loan to consolidate last remaining credit card debt and the remainder of my student loans. <br><br>I've used LendingClub once before and recently paid off completely and on-time my previous loan. <br><br>I had a great experience and it saved me a considerable amount of money. <br><br>I work for an oil and gas services company based in Houston, Texas. Our compensation packages are great and mine includes a company apartment, car, phone and utilities paid. Essentially, I don't pay rent, for car or gas, for cell phone or utilities. <br><br>This makes the monthly payment of this loan basically, other than incidentals, the only &quot;bill&quot; I will have. <br><br>Thank you, and please don't hesitate to ask questions or reach me anytime. <br>",debt_consolidation,Debt Consolidation,032xx,NH,6.76,0.0,Aug-2006,0.0,5.0,0.0,4534,25.2,9.0,0.0,Individual,0.0,0.0,Cash,0,0.5700891392832886,0.6784065341892691,0.6573623315749206,0.6174519372351296,0.6471812178776767,795
2400,2400, 36 months,6.03,73.05,A,A1,Store Manager,5 years,MORTGAGE,49499.0,Not Verified,Feb-2014,"  Borrower added on 02/03/14 > I had been to the emergency room twice this year. Unfortunately, my insurance does not kick in until my deductible is met. I have been making payments, but I'm tired of dealing with the hospitals every month and would just like to get everything consolidated into one payment.<br><br> Borrower added on 02/03/14 > I have, unfortunately, had to go to the emergency room twice this year. My insurance makes you meet the deductible before it will start paying out. I make steady payments, but would like to get them all consolidated into one so I don't have to deal with several different bills a month.<br>",debt_consolidation,Debt consolidation,640xx,MO,17.36,0.0,Jan-2007,0.0,12.0,0.0,2864,18.2,21.0,0.0,Individual,0.0,0.0,Cash,0,0.5760651414016661,0.5294296726073965,0.6238277307930548,0.6203417460363524,0.7052984393191836,635
9000,9000, 36 months,14.96,311.82,D,D2,new mexico state university,3 years,RENT,42600.0,Not Verified,Apr-2010,"  Borrower added on 04/09/10 > I have a good history of repaying the loans. I borrowed a personal loan of $ 12,000 from a credit union in October 2008 and re-payed completely by December 2009 (14 months total). So I can guarantee that I should be able to repay the loan in 6-8 months. Thanks for your support.<br/> Borrower added on 04/09/10 > I am getting positive responses from many of the lenders and very excited! With all the support I hoping to acheive the target and be able to pay back in the stipulate time mentioned in the Lending club terms.<br/> Borrower added on 04/11/10 > I am a Researcher (Post-doc) at New Mexico State University and have a stable job and income. The money given by the lenders will be used to consolidate my existing debt with higher interest rates and will allow me to have one single account. Therefore I can pay back the debt in time as agreed to the terms of lending club.<br/>",debt_consolidation,johnny loan consolidation,880xx,NM,4.82,0.0,Feb-2003,0.0,3.0,0.0,7449,88.7,17.0,0.0,Individual,0.0,0.0,Cash,0,0.5948179034091876,0.5645088733903783,0.6754256146235399,0.6851993043151747,0.6990134731085579,917
12000,12000, 36 months,13.35,406.36,C,C4,Northside Hospital,< 1 year,RENT,52000.0,Not Verified,Dec-2010,"  Borrower added on 12/11/10 > I will be using the funds to refinance most of my credit card debt from college. I have enough to comfortably make more than the minimum payment on my credit cards right now, but would like to pay more towards the principal. I am an RN and my job is very stable, as I am contracted to work there for at least 2 years (contract started in May 2010).<br/> Borrower added on 12/11/10 > I want to use the loan to consolidate my credit card debt from college and refinance them at a lower rate. I have enough to comfortably make my current monthly payments, but would like more to go towards my principal. I am an RN and my job is very stable, as I am contracted to work there for at least 2 years (contract started May 2010).<br/>",credit_card,Credit Card Refinance,300xx,GA,16.34,0.0,Sep-2004,0.0,11.0,0.0,18689,85.6,13.0,0.0,Individual,0.0,0.0,Cash,0,0.6437296675551774,0.5877442056360105,0.6870185027237388,0.6602342590199207,0.6654949722400559,757
15000,15000, 36 months,9.71,481.97,B,B1,Hub Labels,8 years,MORTGAGE,80000.0,Not Verified,Jul-2013,"  Borrower added on 07/10/13 > We have begun a plan to become debt free. We are currently paying anywhere from 20 to 25% on our credit cards, and although we have no issues paying the monthly bills plus extra above the minimum payment, it makes good financial sense to combine them into one loan with a lower interest rate.<br>",debt_consolidation,Consolidation,217xx,MD,8.18,0.0,Dec-2005,0.0,8.0,0.0,14458,71.6,13.0,0.0,Individual,0.0,0.0,Cash,1,0.6936950953859987,0.6234091582604866,0.5392177150346774,0.5756674357190156,0.517107417500078,327
12000,12000, 36 months,12.12,399.26,B,B3,BD,< 1 year,RENT,73500.0,Not Verified,Jan-2013,"  Borrower added on 01/10/13 > In the past 3 years, I've delt with car issues, helping my brother who's wife was very sick, and moving for new jobs. Now that I have more aspects of my life under control, I want to use this loan to consolidate my credit card debt and have 1 payment at a lower APR%. Please consider me!<br>",debt_consolidation,Getting my act together once and for all,074xx,NJ,8.05,0.0,Nov-2005,1.0,9.0,0.0,11620,74.0,9.0,0.0,Individual,0.0,0.0,Cash,0,0.6244323556852638,0.7004183413730781,0.5932649829058356,0.6779353856423922,0.5976445953407311,322
21600,21600, 36 months,7.9,675.87,A,A4,Chortek & Gottschalk LLP,10+ years,MORTGAGE,95000.0,Verified,Feb-2012,"  Borrower added on 01/27/12 > Currently own my own home and 5 rental properties, one being a duplex.  Am looking to obtain another rental property and a cash offer will result in a lower price which will increase my overall profit (even factoring in interest on this loan and the origination fee).<br><br> Borrower added on 01/27/12 > Home is 3 bedrooms, 2 full baths, 3 car garage, last sold in 2007 for $120,000.<br>",house,Home Purchase,532xx,WI,3.42,0.0,May-1999,2.0,9.0,0.0,416,1.6,24.0,0.0,Individual,0.0,0.0,Cash,0,0.4816939481991165,0.4968095517512053,0.5405784910808722,0.6674437200435337,0.729743354536799,419
10000,10000, 36 months,12.53,334.67,C,C1,Boeing Company,1 year,MORTGAGE,58200.0,Verified,May-2009,"A credit card company I will not name (its own name has recently changed), has left me with a 28% interest rate and a continuous credit limit chase as I continue to pay down the card. I'd like to lower this rate and consolidate another card in the process. I have no problems paying my current bills, however it would be nice to pay them down under more agreeable terms. I am employed, a homeowner, pay my auto loan monthly, and have no delinquencies on my accounts.",credit_card,Any rate is better than 28%,775xx,TX,22.95,0.0,Mar-2002,0.0,11.0,0.0,16047,78.7,17.0,0.0,Individual,0.0,0.0,Cash,0,0.5419173077112958,0.4807372881892003,0.5665016174964287,0.477907855894374,0.5958225800588842,466
35000,35000, 60 months,22.95,985.67,F,F1,"Camden County, NJ Prosecutor's Office",10+ years,RENT,108000.0,Verified,Sep-2012,"  Borrower added on 08/20/12 > 13 years on, I have a stable job, a good income, and pay my debts. But a poor economy has left me family obligations that have me too reliant on my credit lines to reduce them, even with just paying off a prior LC loan. This new loan will allow me to reduce my debts enough to save $828.00 a month.<br><br> Borrower added on 08/21/12 > 13 years on, I have a stable job, a good income, and pay my debts. But a poor economy has left me family obligations that have me too reliant on my credit lines to reduce them, even with just paying off a prior LC loan. This new loan will allow me to reduce my debts enough to save $828.00 a month.<br>",debt_consolidation,Debt Consolidation,080xx,NJ,28.19,0.0,Nov-1987,1.0,16.0,0.0,28249,93.6,28.0,0.0,Individual,0.0,0.0,Cash,0,0.5761573702682128,0.4686748178697733,0.4911150858917744,0.5289844322705956,0.4601084175347066,669
24000,24000, 60 months,18.25,612.72,D,D3,Senior Clinical Research Associate,< 1 year,RENT,110000.0,Source Verified,Dec-2013,  Borrower added on 12/11/13 > I will be paying off 4 credit cards that raised the interest to 29% and will be closing those cards. The loan will give me a smaller payment and be able to pay it off faster with a lower interest. I will also be able to pay off the IRS which will reduce my stress. Thank you for your consideration.<br>,debt_consolidation,Debt Consolidation to Freedom,950xx,CA,23.35,0.0,Nov-1988,2.0,11.0,0.0,29247,84.3,25.0,0.0,Individual,0.0,0.0,Cash,1,0.492392841358581,0.4232445350348339,0.493543089274941,0.5462109777256974,0.506325616443265,333
5000,5000, 36 months,14.33,171.7,C,C1,Mr. Joe's Chimney Sweep Service,10+ years,OWN,85000.0,Verified,Apr-2013,"  Borrower added on 04/05/13 > Would like to buy a new motorcycle.  My 1995 Kawasaki has seen better days. I have $4000 in cash for a down payment. I have been at my job for 29 years, always make my car and credit card payments on time and take good care of my property.<br>",major_purchase,New Motorcycle,181xx,PA,16.57,0.0,Apr-1990,1.0,8.0,0.0,16788,94.8,14.0,0.0,Individual,0.0,0.0,Cash,0,0.6305685780464116,0.5154394468154723,0.5846295122218178,0.5201630799175263,0.5234885178473994,274
10000,10000, 36 months,9.32,319.47,A,A4,Cornell Univeristy,6 years,MORTGAGE,40000.0,Not Verified,May-2009,"I am writing my dissertation and will use this loan to consolidate debt and pay for school-related expenses.  Due to circumstances beyond my control, my lab has lost most of its funding over the past year and is only able to offer me limited support until my graduation date of August 2009.   ",educational,Finishing PhD,148xx,NY,5.37,0.0,Aug-1997,0.0,8.0,0.0,9580,31.5,20.0,0.0,Individual,0.0,0.0,Cash,0,0.560550186206652,0.6469393002152088,0.6576751728746936,0.6574345454587641,0.7974517445589706,293
1800,1800, 36 months,12.12,59.89,B,B3,,,RENT,7500.0,Verified,Oct-2012,  Borrower added on 09/25/12 > After trying to live on my own during college I racked up a lot of debt. I'm now back living with my parents and am trying to become debt-free before my spring college graduation.<br><br>  Borrower added on 09/26/12 > After trying to live on my own during college I racked up a lot of debt. I'm now back living with my parents and am trying to become debt-free before my spring college graduation. I currently work part time and have never missed a bill payment.<br>,credit_card,Debt Free Graduation,658xx,MO,9.6,0.0,Dec-2008,0.0,6.0,0.0,1939,33.4,7.0,0.0,Individual,0.0,0.0,Cash,0,0.5715346788729541,0.5886905552778428,0.6456014735874434,0.7424310163220298,0.713237159847152,497
6700,6700, 36 months,7.66,208.91,A,A5,Tops Markets,< 1 year,RENT,12000.0,Verified,Jan-2011,"  Borrower added on 01/20/11 > Will be used to pay back personal debtors so that I can consolidate the money owed into monthly payments.  I work a steady 30 hours a week so consistency on keeping up with payments will not be a problem.<br/> Borrower added on 01/27/11 > In addition to my verified income that is listed I have an additional $500 monthly stipend from a bank account not in my name.  <br/>Total monthly income: $1400<br/>Total monthly expenses: $800<br/>     Rent: $500<br/>     Utilities: $140<br/>     Food, etc.: $160<br/>",other,Debt Consolidation,132xx,NY,6.6,0.0,Aug-2005,0.0,5.0,0.0,2215,51.5,7.0,0.0,Individual,0.0,0.0,Cash,1,0.4690314845934537,0.4674584284592064,0.5073983608511855,0.4849965220882758,0.6779828174779607,539
8500,8500, 36 months,7.29,263.59,A,A4,AK STEEL,5 years,RENT,57600.0,Source Verified,Mar-2011,"  Borrower added on 03/17/11 > This loan is to consolidate one credit card, a motorcycle payment, and an atv payment to lower overall monthy payment, have baby on the way.<br/> Borrower added on 03/18/11 > I have steady income, very good credit, and more than enough in savings to pay off the credit card and loans I am consolidating but I'm keeping it for a downpayment on a house in the near future. I never miss or send late payments, have never defaulted on a loan in the past, and will repay this loan in the same manner,<br/>",debt_consolidation,Consolidation Loan,411xx,KY,18.17,0.0,Jul-2001,1.0,11.0,0.0,3312,14.7,23.0,0.0,Individual,0.0,0.0,Cash,0,0.6124057803521228,0.5315508475098709,0.5364020284967199,0.538621229259668,0.5819768734778705,531
15600,15600, 60 months,16.77,385.78,E,E2,A&R Transport,8 years,MORTGAGE,85000.0,Source Verified,Jan-2011,  Borrower added on 01/07/11 > I want to pay off some credit card debt.  I currently pay about $800 per month ($200 a week) toward credit cards.  That $ can go to you :)  <br/>It would be nice to start putting some cash away for my tiny guys college - i have 16 years to save!!!<br/>,debt_consolidation,Beandebt,604xx,IL,9.49,0.0,Apr-1977,1.0,13.0,1.0,10277,75.6,27.0,0.0,Individual,1.0,0.0,Cash,0,0.6090132256705846,0.6056669964373164,0.619312275514902,0.5233667322648391,0.4989912776515209,283
7000,7000, 36 months,7.49,217.72,A,A4,J.R. Simplot,< 1 year,MORTGAGE,120000.0,Verified,Oct-2011,  Borrower added on 09/09/11 > I have had two loans on Prosper that I paid back on time and early.  This is a short term loan.<br/>Borrower added on 09/09/11 > I have had two loans on Prosper that I paid back on time and early.  This is a short term loan.<br/>,credit_card,Credit Card Refinancing,943xx,CA,20.53,0.0,May-2001,0.0,14.0,0.0,53727,20.4,22.0,0.0,Individual,0.0,0.0,Cash,0,0.5836272976816749,0.5535199657281527,0.5961975362105304,0.6086893187030814,0.7381207332820201,260
35000,35000, 36 months,21.98,1336.31,E,E4,Courtside Tennis & Apparel,10+ years,RENT,79200.0,Verified,Jan-2013,"  Borrower added on 01/14/13 > My loan is to consolidate my credit card debt... I'm done with spending on my credit and am looking forward to reducing my debt. Most of my credit cards have very high interest rates due to the &quot;rewards&quot; they offer, it's now time for me to consolidate and get my finances in order.<br>",credit_card,Credit card refinancing,974xx,OR,11.56,0.0,Nov-1999,1.0,7.0,0.0,30650,86.8,11.0,0.0,Individual,0.0,0.0,Cash,0,0.4753872748466252,0.547490574573489,0.5402109577976528,0.5208201716043123,0.5900690493610425,326
2000,2000, 36 months,13.68,68.05,C,C1,Cache Creek Casino Resot,9 years,MORTGAGE,50000.0,Not Verified,Sep-2013,  Borrower added on 09/08/13 > I intend to do a few repairs to my house.  I recently paid for a new roof which my home really needed my savings. Now I need to do some repairs plumbing repairs.  I have been on my job for over 9 years and intend stay. I have neve been late on any of my bills and consider myself responsible.<br>,debt_consolidation,Home repairs,956xx,CA,16.27,0.0,Jul-1999,1.0,8.0,0.0,10820,91.7,12.0,0.0,Individual,0.0,0.0,Cash,0,0.5430961375406036,0.5226210114881737,0.5740494773101815,0.5636974170880779,0.632174645651052,327
5000,5000, 36 months,11.89,165.82,B,B4,EDUCATORS INC. Private Christain Schools,4 years,MORTGAGE,30000.0,Not Verified,Aug-2009,"We are a Private School , Accredited and operating for 17 years. We are a school that services students on Goverment Loan that are low income. We now hae opened a new school and our Goverment Scholarship program has to be bonded for 2 years then we get Bond back. We are in need of Bond money only. Our school is on a budget and debt free. Need help thanks.",educational,securty Bond,329xx,FL,18.2,0.0,Aug-2004,0.0,6.0,0.0,1984,24.8,7.0,0.0,Individual,0.0,0.0,Cash,1,0.5818760705374945,0.5319767240551303,0.6938259513944421,0.5657940345432024,0.7004686116337326,357
3600,3600, 60 months,16.89,89.26,D,D4,Sports CLUB,< 1 year,OWN,9600.0,Source Verified,Jun-2011,"  Borrower added on 06/24/11 > Total procedure costs $9600-- Ive paid the Dr's office $4,000 (in addition to lab and other exams needed prior to surgery) I wil also be paying them $2,000 on July 1st. More than likely, I will have another $2000 to put toward the surgery but not until Sept (unfortunately, because surgery is scheduled for Aug 5th) The requested amount is 3600 but should and will be paid off fairly quickly. My Dr's website suggested this as one of their financing options and it's really a remarkable idea for investors to hand pick where they're investing. It's also a great way to purhaps help someone (like myself) I can't wait until this is all over to try it out for myself!<br/>",other,Surgery,339xx,FL,0.0,0.0,Jun-2001,0.0,5.0,0.0,0,0.0,9.0,0.0,Individual,0.0,0.0,Cash,0,0.5532060943684742,0.5440841148748778,0.6351294077313366,0.567406988476153,0.6074256437587395,701
12000,12000, 36 months,9.76,385.86,B,B1,JPMorgan Chase,8 years,RENT,79000.0,Source Verified,Mar-2012,"  Borrower added on 03/02/12 > Solid investment - I've been paying high interest on four credit cards for too long (old college debt) and just want to knock it all out at once. I've worked at a bank for over eight years and have a great job, so a three year payment commitment is not a problem. Just need some help consolidating...<br>",debt_consolidation,Debt Consolidation,432xx,OH,10.31,0.0,Mar-1999,1.0,7.0,0.0,10337,58.7,26.0,0.0,Individual,0.0,0.0,Cash,0,0.59386966680896,0.5826776513656038,0.5581324143559203,0.6104205935388793,0.5713362334926158,335
8400,8400, 36 months,9.71,269.91,B,B1,Simons Pediatric Dentistry ,3 years,RENT,32000.0,Not Verified,Jul-2013,"  Borrower added on 07/05/13 > I have been struggling to pay of credit cards  that have high APR rates of 22% and higher. I would like to have one payment, one low rate and that is why I have applied for this loan. I want to be debt free in less than 3 years!<br>",debt_consolidation,debtconsolidation,802xx,CO,10.24,0.0,Sep-2001,0.0,10.0,0.0,3562,33.0,20.0,0.0,Individual,0.0,0.0,Cash,0,0.7457549749603176,0.7436637946417013,0.6353342071512336,0.7821350817341036,0.6897939267120369,263
16000,16000, 36 months,17.77,576.6,D,D1,NRG,3 years,MORTGAGE,114000.0,Not Verified,Aug-2012,  Borrower added on 07/17/12 > to consolidate credit card debt my family has incurred over the years.  The rate I was quoted here is lower than what I am individually paying &amp; the monthly payment will also be lower so it will allow me to pay my debt off faster and in one payment while saving for the future.<br>,debt_consolidation,consolidation,312xx,GA,13.03,1.0,Jan-1998,1.0,22.0,0.0,9652,44.7,38.0,0.0,Individual,0.0,0.0,Cash,0,0.5640987544658039,0.5080010833844792,0.5065398631513343,0.5387220072565669,0.5597530912230522,316
12000,12000, 36 months,17.99,433.77,D,D2,United States Navy,5 years,RENT,61548.0,Source Verified,Mar-2012,"  Borrower added on 02/18/12 > This loan is being used for car repairs on my 2004 Mazda RX-8.<br><br>  Borrower added on 02/19/12 > I will also be paying off a smaller signature loan that I have out with an extremely high interest rate. This will help consolidate my overall debt and reduce the number of lines of credit that I have open.<br><br> Borrower added on 02/19/12 > I am employed as an active-duty United States Navy sailor, so I have guaranteed pay-checks. I am an E-5 with over 5 years of service, eligible for advancement to E-6.<br><br> Borrower added on 02/20/12 > I'm currently a 5 year active-duty United States Navy sailor, E-5 pay-grade eligible for E-6. I have guaranteed pay-checks. This money is simply for emergency repairs on my car.<br>",other,Debt Consolidation & Car Repairs,921xx,CA,19.89,1.0,Mar-2005,0.0,8.0,0.0,8923,65.1,16.0,0.0,Individual,0.0,0.0,Cash,0,0.6794909664634229,0.6993971534909791,0.6726559286217249,0.6399377919296797,0.6325679568346252,761
25000,15200, 60 months,21.14,412.41,G,G5,MillerCoors,10+ years,MORTGAGE,110000.0,Verified,Oct-2010,"  Borrower added on 10/22/10 > The intent of the loan is to consolidate to one payment per month per direct payment from bank and stretch over five years to save a little each month by combination to one loan.<br/> Borrower added on 10/22/10 > I realize investors are concerned about the loan. Perhaps this will help them understand. I work for a large corporation and they have very strict rules. I have right at $500,000.00 in a retirement/investment account. Per the rules of the company, I cannot obtain these funds unless I retire or leave the company. I checked with lawyers and this is true since I signed documentation stating I would adhere to company rules and policies.  Since I cannot obtain money from my retirement/investment account, I wanted to consolidate my bills to one easy payment and save some $$$ from the consolidation. As you can see I have saved $$$ but just unable to obtain them so I seek a loan to consolidate my debts to one monthly payment.<br/>",debt_consolidation,combined debts loan,317xx,GA,22.41,0.0,Sep-1990,0.0,9.0,0.0,68051,93.1,19.0,0.0,Individual,0.0,0.0,Cash,0,0.433621511067457,0.4660696710150779,0.4848711919485556,0.4799159114031361,0.4976512996748971,976
8000,8000, 36 months,11.14,262.45,B,B2,Edison Electric Institute,10+ years,MORTGAGE,135000.0,Not Verified,Sep-2012,"  Borrower added on 09/07/12 > Pretty simple story, this money will pay off a 401k loan so I can then bundle my credit card debt into another 401k loan and so instead of paying the credit card company interest I will be paying myself interest and pay off all debt in 4 years.<br>",debt_consolidation,Pay Off Faster Loan,201xx,VA,17.46,0.0,Jan-1990,1.0,11.0,0.0,28626,49.1,29.0,0.0,Individual,0.0,0.0,Cash,0,0.6420190197372921,0.6897404265233124,0.655064641387128,0.6419280403583587,0.5615151182547059,279
12675,12675, 36 months,13.11,427.75,B,B4,Superior Court,10+ years,MORTGAGE,80000.0,Not Verified,Jun-2013,  Borrower added on 06/04/13 > I'm requesting this loan to pay off some high interest credits cards.  I believe I'm a good borrower because even though I have this dept I still always make my payments on time. I've held my job for 16 years and feel that its very stable.<br>,debt_consolidation,Credit Card Consolidation,945xx,CA,4.49,0.0,Dec-2002,1.0,5.0,0.0,5409,66.0,12.0,0.0,Individual,0.0,0.0,Cash,0,0.5913968827512681,0.5344875446366182,0.5577254612440339,0.5198848976418734,0.5466513513063214,274
4000,4000, 36 months,11.14,131.22,B,B1,Volt Management Services,3 years,OWN,44000.0,Not Verified,Oct-2009,"  557679 added on 10/22/09 > On Sept 5th, I lost my dog of 13 years... The Vet gave him a 50/50 chance of living, so I went ahead and approved the required treatment. Within 3 hours my god died and was left with the bill. I used my mothers card since I didnt have the cash to pay for the treatment... I'd like to pay off that card..",debt_consolidation,RCs,891xx,NV,22.96,0.0,Oct-1994,0.0,9.0,0.0,13694,83.5,13.0,0.0,Individual,0.0,0.0,Cash,0,0.531605394006977,0.2841049936295188,0.5238452275205806,0.4951006296401479,0.6920757275519769,332
3700,3700, 36 months,10.16,119.67,B,B1,Long Island Railroad,10+ years,OWN,80000.0,Not Verified,Sep-2012,"  Borrower added on 08/15/12 > Restoration of an 82 firebird with my youngest son.<br><br> Borrower added on 08/16/12 > I've had this car since new, now my son wants a dad and son project. He wants to put a 350 in and redo the body and pant along with new interior. But I'm short on cash.<br><br>  Borrower added on 08/20/12 > Thanks to everyone that's making this happen for my son and I.<br>",other,Firebird restoration,117xx,NY,28.41,0.0,Mar-2000,2.0,16.0,0.0,18952,70.5,22.0,0.0,Individual,0.0,0.0,Cash,0,0.6401991502848824,0.531466375798672,0.6731708082405645,0.6387196164807769,0.7042035689957351,393
4000,4000, 36 months,7.75,124.89,A,A3,Federal Government - Army,1 year,RENT,57600.0,Not Verified,Feb-2008,"Recently accrued charges on my credit card due to preparation for a wedding that I cannot pay off immediately.  Total charges are about $3800.   I ussually carry a zero balance on my credit card but the expenses of the wedding made this rather impossible.  (Ring, food, dress, accessories, etc.) I will use the money to pay off my credit card to avoid the high interest rate (11%). I would like to pay off the loan in 3 years or less. I want the monthly payments to be small enough so that making the payments would not be too taxing. ($100 - $150)  Would like the option to prepay the loan without penalty.",wedding,wedding loan,967xx,HI,1.33,0.0,Apr-2001,0.0,4.0,0.0,2325,8.2,7.0,0.0,Individual,,0.0,Cash,0,0.7512796152131056,0.8747254526447722,0.8047897094541177,0.7927025154985833,0.7316278952760339,607
11100,11100, 36 months,12.12,369.32,B,B3,Detroit Diesel Manufacturing,8 years,MORTGAGE,32000.0,Verified,Sep-2012,  Borrower added on 09/06/12 > I am trying to consolidate on some debt that I have that I can get my feet back under me to help my family. This seemed to be the best fit for me and I can work staying on track with the way the economy is getting.<br><br> Borrower added on 09/06/12 > Debit consolidation<br>,debt_consolidation,Debt consolidation,668xx,KS,28.16,0.0,Feb-1999,0.0,21.0,0.0,22253,71.8,39.0,0.0,Individual,0.0,0.0,Cash,0,0.4117802375650174,0.3636700074660438,0.4667888658428853,0.4218415208098911,0.474272233521989,306
15000,15000, 36 months,10.16,485.14,B,B1,SGFRSC,5 years,RENT,37000.0,Not Verified,Jun-2013,"  Borrower added on 06/05/13 > Somehow I've incurred a huge credit card debt among the few cards I have.  Everytime I have managed to pay one off, some sort of financial event happens which would lead me back to debt. I take my finances as well as my credit very serious and don't want to look at debt settlement as an option.<br>",debt_consolidation,ZERO DEBT,208xx,MD,24.57,0.0,Jan-2003,0.0,8.0,0.0,15507,50.5,16.0,0.0,Individual,0.0,0.0,Cash,1,0.4744495803157778,0.4439204711220941,0.491288861825377,0.5138991553166515,0.5429172274707039,330
29100,29100, 36 months,12.99,980.36,C,C1,Ace Hardware of New Smyrna Beach,10+ years,MORTGAGE,52000.0,Verified,Jul-2011,"  Borrower added on 07/01/11 > I have completely remodeled a restaurant and bar on a busy world famous beach. We are ready to open our doors but need the capital behind us to insure success from day 1. We have a celebrity chef on staff. I have owned and ran 2 successful restaurants a few years back and sold both of them. I am a very responsible hard working person and usually pay cash for everything. I have had loans and credit cards in the past and always paid on time and over the minimum due. I am very secure in my job as a store manager. I have been in this industry for over 27 years working for the same group of owners for this time period. My budget is approx 2400.00 per month for mortgage, utilities and incidentals. The restaurant also has a very low overhead since we have free rent for 2 years after opening day. After the 2 year free rent it will increase to 1000.00 per month which is very cheap for the area and size. We will open the day after the loan is funded. Thank you for helping us achieve our goal.<br/>",small_business,Small Business Loan,321xx,FL,16.25,0.0,Apr-1991,1.0,2.0,0.0,0,10.9,17.0,0.0,Individual,0.0,0.0,Cash,1,0.5715235507455244,0.4876463158948592,0.553487065939238,0.5206801701947998,0.7101656917035772,1033
8400,8400, 36 months,11.89,278.58,B,B4,Southwestern Company,< 1 year,RENT,30000.0,Not Verified,Jul-2009, I am in need of the loan because I am looking into purchasing a vehicle and I am in the process of moving. Need it to get a start and to be completly able to do so with this loan will give me the start that I need. As you can see I have good credit and I know that having good credit is essential in this day and age. I will be on time with the payments and plan on having the loan paid off before the deadline. I have a good job that has a promising future.,car,Financing,782xx,TX,5.4,0.0,Jan-1992,1.0,4.0,0.0,6291,81.7,4.0,0.0,Individual,0.0,0.0,Cash,0,0.6127504565686306,0.6619926062171134,0.601686998610272,0.5616426540449647,0.6276245431798192,459
13000,13000, 60 months,16.32,318.35,D,D5,william backus hospital,9 years,OWN,36000.0,Verified,Sep-2010,"Borrower added on 07/27/10 > work full time with benefits over nine years.<br/>own house.<br/>had a loan from benefical loan and never missed a payment, have automatic withdrawl.<br/>dont know of any one public record on my behave.<br/> Borrower added on 07/27/10 > pay back term may be shorter pay back.<br/> Borrower added on 08/11/10 > employment for nines years at hospital in recovery room, paid weekly. invested with hospital over nines. have a 403b plan with employment.<br/> Borrower added on 08/11/10 > job is stable and good working business.<br/> Borrower added on 08/13/10 > good borrower make all payments on the due date for exact amount of every month and never late or short.<br/> Borrower added on 08/25/10 > own house with no mortgage land taxes every three months<br/>employment at hospital in recovery for nine years<br/>hold title and deed to house<br/> Borrower added on 08/31/10 > can give lending club my last several months paystubs copies for my employment.<br/>have been working a straight forty hours a week.<br/> Borrower added on 09/02/10 > could pay back loan less then the time. <br/>thanks all the investors that are funding me this loan.<br/> Borrower added on 09/04/10 > thanks for the investors who are helping me and my son get on our feet.<br/> Borrower added on 09/07/10 > lending club got verification of my employmnet for over nine years.<br/> Borrower added on 09/08/10 > dont have bad credit, bill companies understood why i was behind and we made agreements on how much i pay and never once have i been late.<br/> Borrower added on 09/08/10 > EMPLOYMENT IS SECURED IN RECOVERY ROOM. BEEN THERE FOR NINE YEARS. HAVE A PENSION AND SAVING PLAN WITH COMPANY.WORK A STRAIGHT 40 HOURS NIGHTS. HEALTHCARE FAULTIY.<br/> Borrower added on 09/08/10 > am invest ed with a ing direct retired plan.<br/> Borrower added on 09/09/10 > Ask any questions I will answer them back.<br/>",credit_card,credit cards,063xx,CT,21.47,0.0,Nov-1995,0.0,10.0,1.0,7216,77.6,23.0,0.0,Individual,1.0,0.0,Cash,1,0.6707675274415537,0.6752240398728607,0.6491109266892465,0.6990079491844435,0.6432172154264594,1911
2200,2200, 36 months,8.49,69.44,A,A5,Cooper University Hospital,10+ years,MORTGAGE,175000.0,Not Verified,Jun-2011,"  Borrower added on 06/24/11 > I am using the loan for vacation, but plan to repay the money back earlier that the three years-- did not want to put it on a credit card with high interest rates.  I have a very stable job in the medical field and have always payed my bills on time if not early.<br/>",other,vacation,085xx,NJ,16.37,0.0,Oct-1986,2.0,10.0,0.0,62118,65.0,29.0,0.0,Individual,0.0,0.0,Cash,0,0.6555413100228452,0.8195435812499097,0.6408033888269988,0.7097223907245274,0.6369884531730681,299
