Unnamed: 0,id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,url,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,debt_settlement_flag,target,openness_truth,conscientiousness_truth,extraversion_truth,agreeableness_truth,neuroticism_truth
1849,1045232,21000,21000,21000.0, 60 months, 16.77%,519.32,D,D2,Strata-G,2 years,MORTGAGE,125000.0,Verified,Dec-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1045232,debt_consolidation,Credit Card Consolidation,452xx,OH,13.69,0,May-1995,705,709,0,,,18,0,31157,52.7%,24,f,0.0,0.0,30179.9200403867,30179.92,21000.0,9179.92,0.0,0.0,0.0,Jul-2015,8407.32,,Apr-2019,764,760,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.35,0.55,0.4,0.5,0.65
340,1065254,24000,24000,24000.0, 36 months,  8.90%,762.08,A,A5,Tech Data Corp,10+ years,MORTGAGE,116400.0,Verified,Dec-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1065254,car,Car loan and pay off my family,336xx,FL,3.94,0,Dec-1992,765,769,4,,,14,0,3885,8.1%,31,f,0.0,0.0,8653.519999999999,8653.52,6036.95,1580.45,0.0,1036.12,10.25,Oct-2012,762.08,,Jan-2020,689,685,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.55,0.65,0.45,0.6,0.4
7647,879024,6000,6000,6000.0, 36 months,  6.62%,184.23,A,A2,,,OWN,54000.0,Not Verified,Sep-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=879024,debt_consolidation,Debt consolidation,199xx,DE,3.31,0,May-1976,735,739,0,54.0,,13,0,4695,11.7%,37,f,0.0,0.0,6631.9600012628,6631.96,6000.0,631.96,0.0,0.0,0.0,Sep-2014,200.37,,Feb-2020,724,720,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
3467,1017343,15600,15600,15575.0, 60 months, 19.03%,404.94,E,E2,alcoa fastening systems,5 years,MORTGAGE,80000.0,Verified,Nov-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1017343,debt_consolidation,credit card loan,900xx,CA,5.88,0,Mar-1994,670,674,2,,92.0,8,1,6597,80.5%,23,f,0.0,0.0,17007.48,16980.36,9270.5,7668.26,0.0,68.72,12.3695999973,May-2015,404.94,,Feb-2017,614,610,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.5,0.65,0.6
4985,994249,12500,12500,12500.0, 36 months,  6.03%,380.45,A,A1,Adco Commercial Printing & Graphics,8 years,MORTGAGE,42000.0,Not Verified,Oct-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=994249,credit_card,credit card  debt retire,986xx,WA,8.9,0,Aug-1992,780,784,0,,,6,0,11196,34.8%,14,f,0.0,0.0,13517.990000000002,13517.99,5621.13,844.99,0.0,7051.87,1192.87,Apr-2013,380.45,,Apr-2013,709,705,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.55,0.65,0.45,0.6,0.4
6965,890155,10000,10000,10000.0, 36 months, 13.49%,339.31,C,C1,Wunderlich-Malec,5 years,RENT,132600.0,Not Verified,Sep-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=890155,moving,Relocation,913xx,CA,7.75,0,Jun-1996,695,699,2,,,6,0,10488,87.4%,11,f,0.0,0.0,6786.2,6786.2,5037.87,1747.65,0.0,0.68,0.0,Jul-2013,25.4,,May-2020,659,655,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.5,0.65,0.45
568,1062508,12000,9600,9600.0, 60 months, 14.65%,226.63,C,C3,Dune Management,3 years,RENT,65000.0,Not Verified,Dec-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1062508,debt_consolidation,One main loan ,119xx,NY,14.44,0,Feb-2005,710,714,2,,,12,0,6506,47.8%,21,f,0.0,0.0,13597.2226222486,13597.22,9600.0,3997.22,0.0,0.0,0.0,Dec-2016,226.05,,May-2020,604,600,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.35,0.55,0.4,0.5,0.6
6677,894186,22750,22750,22750.0, 60 months, 12.69%,514.03,B,B5,norton community hospital,10+ years,MORTGAGE,43000.0,Verified,Oct-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=894186,debt_consolidation,debt consoldiation,242xx,VA,25.26,1,Aug-1997,730,734,0,16.0,,7,0,3120,39%,30,f,0.0,0.0,10250.71,10250.71,5385.24,3858.3,0.0,1007.17,9.89,Apr-2013,514.03,,Oct-2016,574,570,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.55,0.65,0.45,0.6,0.4
8150,870177,13600,13600,13600.0, 36 months, 10.99%,445.19,B,B3,,3 years,OWN,53400.0,Source Verified,Sep-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=870177,small_business,Real Estate Investment,152xx,PA,4.13,0,Oct-2007,720,724,0,,,11,0,1372,7.8%,14,f,0.0,0.0,16026.5070706163,16026.51,13600.0,2426.51,0.0,0.0,0.0,Sep-2014,463.18,,Jan-2020,724,720,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
8004,872814,5375,5375,5375.0, 36 months, 10.99%,175.95,B,B3,Konami Digital Entertainment,< 1 year,RENT,24000.0,Not Verified,Sep-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=872814,wedding,Wedding Loan,907xx,CA,20.25,0,Nov-2001,675,679,0,,,6,0,11193,65.1%,8,f,0.0,0.0,6353.9387421202,6353.94,5375.0,978.94,0.0,0.0,0.0,Sep-2014,207.93,,May-2020,709,705,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.35,0.55,0.5,0.65,0.6
1798,1045996,4000,4000,4000.0, 36 months,  6.03%,121.75,A,A1,Mercy Health,10+ years,MORTGAGE,89000.0,Not Verified,Nov-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1045996,debt_consolidation,Debt Consolidation Loan,630xx,MO,9.01,0,Sep-1988,795,799,1,,,19,0,6962,7.9%,40,f,0.0,0.0,4379.0546349597,4379.05,4000.0,379.05,0.0,0.0,0.0,Sep-2014,486.29,,Jan-2019,794,790,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
3342,1020326,7200,7200,7200.0, 36 months, 10.65%,234.53,B,B2,"Avenue Web Media, LLC",4 years,RENT,45000.0,Source Verified,Nov-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1020326,credit_card,Credit Improvement Refinance Loan,606xx,IL,16.83,0,May-2002,690,694,0,,,12,0,27294,52.8%,12,f,0.0,0.0,7633.23,7633.23,6275.38,1220.94,0.0,136.91,1.2826999985,Jul-2014,234.53,,Feb-2017,509,505,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.55,0.65,0.45,0.6,0.4
4340,1004390,5000,5000,5000.0, 36 months,  6.62%,153.52,A,A2,Tony Pai LLC,2 years,MORTGAGE,124800.0,Not Verified,Oct-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1004390,car,Miata Loan,606xx,IL,11.24,0,Feb-1994,765,769,3,,,14,0,1598,16%,25,f,0.0,0.0,5182.4442339346,5182.44,5000.0,182.44,0.0,0.0,0.0,Mar-2013,789.9,,Mar-2013,769,765,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
7164,874854,7200,7200,7200.0, 36 months,  8.90%,228.63,A,A5,Resourcesoft Inc.,1 year,RENT,82060.56,Not Verified,Sep-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=874854,wedding,Anuj_Wedding_Loan,021xx,MA,12.66,0,Jan-2007,710,714,0,,,15,0,23706,41.2%,19,f,0.0,0.0,8230.3975055001,8230.4,7200.0,1030.4,0.0,0.0,0.0,Oct-2014,235.24,,Sep-2014,754,750,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.35,0.55,0.5,0.65,0.45
3927,1010493,3000,3000,3000.0, 36 months, 14.65%,103.49,C,C3,i.l.a,3 years,RENT,36000.0,Source Verified,Nov-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1010493,other,credit score,775xx,TX,12.7,0,May-2004,685,689,1,45.0,,3,0,507,63.4%,6,f,0.0,0.0,2739.93,2739.93,1938.81,645.44,0.0,155.68,1.5267999995,Dec-2013,103.49,,Oct-2016,584,580,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.55,0.65,0.45,0.6,0.4
892,1052449,5000,5000,5000.0, 36 months, 11.71%,165.38,B,B3,Pacific university,6 years,RENT,70000.0,Source Verified,Dec-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1052449,credit_card,Refinance,971xx,OR,13.78,0,Oct-2006,690,694,1,,,13,0,5529,36.1%,16,f,0.0,0.0,5507.9207649315,5507.92,5000.0,507.92,0.0,0.0,0.0,Dec-2012,3692.33,,May-2020,759,755,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
2909,1028867,27000,27000,26975.0, 60 months, 19.91%,713.99,E,E4,Eaton Corporation ,10+ years,MORTGAGE,98000.0,Verified,Nov-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1028867,debt_consolidation,Dept consolidations,801xx,CO,8.99,0,Sep-1997,705,709,2,,,12,0,72173,3.5%,31,f,0.0,0.0,10614.47,10604.65,3822.1,5454.44,0.0,1337.93,12.83,Jan-2013,713.99,,Oct-2016,514,510,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.5,0.65,0.6
7117,887274,35000,35000,34556.60072597444, 60 months, 11.71%,773.44,B,B3,WYNDHAM,10+ years,MORTGAGE,90000.0,Verified,Sep-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=887274,debt_consolidation,DEBT WON,328xx,FL,13.91,0,Jan-1997,755,759,0,,,15,0,27803,40.2%,41,f,0.0,0.0,38548.2514770396,37941.51,35000.0,3548.25,0.0,0.0,0.0,Dec-2012,276.88,,Nov-2012,749,745,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
5140,990585,12000,12000,12000.0, 36 months,  7.51%,373.33,A,A3,EAPT SOLUTIONS,1 year,RENT,120000.0,Source Verified,Oct-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=990585,debt_consolidation,Debt,850xx,AZ,5.42,0,Jun-2000,740,744,2,,,8,0,6908,15.6%,13,f,0.0,0.0,13405.328658402505,13405.33,12000.0,1405.33,0.0,0.0,0.0,Jun-2014,2213.86,,Nov-2016,804,800,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
5637,982314,6000,6000,6000.0, 36 months, 11.71%,198.46,B,B3,uncle eddie's pizzeria,< 1 year,MORTGAGE,72000.0,Not Verified,Oct-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=982314,home_improvement,home improvement loan,146xx,NY,16.18,0,Oct-1991,695,699,2,65.0,,9,0,20955,45.5%,20,f,0.0,0.0,992.3,992.3,711.65,278.3,0.0,2.35,0.0,Mar-2012,198.46,,May-2020,684,680,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.5,0.4,0.65
2471,1035963,9500,9500,9250.0, 36 months, 11.71%,314.23,B,B3,Marsh,5 years,MORTGAGE,80000.0,Not Verified,Nov-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1035963,credit_card,Credit Card Consolidation,303xx,GA,13.99,0,Apr-2001,690,694,0,25.0,,9,0,10231,37.1%,17,f,0.0,0.0,11311.9248613146,11014.24,9500.0,1811.92,0.0,0.0,0.0,Dec-2014,326.32,,Dec-2014,754,750,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
362,1064754,25000,25000,23505.293842057228, 60 months, 19.42%,654.31,E,E3,San Francisco Public Library,10+ years,RENT,60000.0,Verified,Dec-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1064754,credit_card,refinance,941xx,CA,20.04,0,Aug-2000,685,689,0,,,12,0,17035,94.9%,24,f,0.0,0.0,29415.85,25748.61,11624.71,11255.08,0.0,6536.06,1172.7,Dec-2014,654.31,,Aug-2018,644,640,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Y,1,0.35,0.55,0.5,0.4,0.6
8032,872250,11200,11200,11200.0, 36 months, 14.79%,387.11,C,C4,Dept of the Navy ,1 year,MORTGAGE,91200.0,Source Verified,Sep-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=872250,home_improvement,Back deck / backyard,920xx,CA,16.58,0,Jul-1995,670,674,3,,119.0,10,1,14386,73.8%,18,f,0.0,0.0,2660.72,2660.72,1538.24,779.92,0.0,342.56,3.8,Apr-2012,387.11,,Oct-2016,529,525,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.55,0.65,0.45,0.6,0.4
6273,971512,4200,4200,4200.0, 36 months, 17.58%,150.96,D,D4,Verizon wireless,1 year,RENT,70000.0,Source Verified,Oct-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=971512,debt_consolidation,Debt,100xx,NY,3.67,0,Dec-2007,660,664,0,,,9,0,7329,88.8%,10,f,0.0,0.0,1328.32,1328.32,749.18,452.02,0.0,127.12,1.31,Jun-2012,150.96,,Oct-2016,504,500,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.4,0.5,0.65
9354,850335,12000,12000,12000.0, 36 months,  6.99%,370.48,A,A3,travelers insurance,10+ years,MORTGAGE,105000.0,Not Verified,Aug-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=850335,debt_consolidation,2011 Debt elimination plan,750xx,TX,11.39,0,Jan-1998,770,774,1,,,14,0,2256,3.3%,23,f,0.0,0.0,13324.6479466163,13324.65,12000.0,1324.65,0.0,0.0,0.0,Jul-2014,105.2,,Oct-2016,764,760,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
625,1061869,20675,20675,20650.0, 60 months, 15.27%,494.8,C,C4,Hammer Creative,7 years,RENT,50132.0,Verified,Dec-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1061869,other,music production loan,913xx,CA,23.31,0,Apr-2000,720,724,1,,,6,0,9487,74.1%,17,f,0.0,0.0,5937.6,5930.51,2979.22,2949.62,0.0,8.76,0.0,Dec-2012,494.8,,May-2020,619,615,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.55,0.65,0.45,0.6,0.4
2041,1041490,13200,13200,13200.0, 36 months, 11.71%,436.61,B,B3,Dutch Bros. Coffee,5 years,RENT,31500.0,Not Verified,Nov-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1041490,debt_consolidation,Debt Consolidation ,972xx,OR,20.99,0,Feb-2006,695,699,0,,,8,0,8697,76.2%,10,f,0.0,0.0,15717.6516421285,15717.65,13200.0,2517.65,0.0,0.0,0.0,Dec-2014,451.24,,May-2020,699,695,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
2774,1031991,8900,8900,8850.0, 60 months, 18.64%,229.12,E,E1,Fairfield Residential Company LLC,6 years,OWN,77000.0,Verified,Nov-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1031991,debt_consolidation,Debt Consolidation Loan,921xx,CA,11.89,0,Jun-2006,675,679,0,,,19,0,12954,80.4%,22,f,0.0,0.0,6602.31,6565.28,2740.62,2967.13,0.0,894.56,8.7431000047,Jan-2014,229.12,,Jul-2018,644,640,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.4,0.5,0.6
9145,854888,20500,20500,20475.0, 60 months, 15.99%,498.42,D,D2,US Army,10+ years,MORTGAGE,73200.0,Verified,Aug-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=854888,debt_consolidation,Debt Consolidation,238xx,VA,18.69,0,Feb-1995,710,714,1,,,9,0,17939,93.4%,31,f,0.0,0.0,23790.24,23761.38,13653.26,8914.36,24.92,1197.7,215.5860000015,Aug-2015,500.0,,Oct-2016,629,625,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.4,0.5,0.6
2768,1032057,8875,8875,8800.0, 36 months,  8.90%,281.81,A,A5,Buffalo Lodging Associates,2 years,RENT,23000.0,Not Verified,Nov-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1032057,debt_consolidation,Debt Consolidation Loan,142xx,NY,18.16,0,Jul-2005,715,719,0,,,15,0,16583,60.1%,29,f,0.0,0.0,1972.67,1955.99,1544.05,426.17,0.0,2.45,0.0,Jul-2012,281.81,,May-2020,739,735,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.65,0.5,0.55,0.45
1803,1045966,16000,16000,16000.0, 60 months, 22.35%,445.1,F,F5,Dynanet Corporation,1 year,MORTGAGE,120000.0,Source Verified,Dec-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1045966,other,Consolidate,207xx,MD,21.16,4,Jul-1986,670,674,1,4.0,,25,0,43109,72.3%,49,f,0.0,0.0,10324.4,10324.4,3313.54,5135.19,0.0,1875.67,337.8,Jul-2013,445.1,,Oct-2016,629,625,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.4,0.5,0.65
4841,996597,8000,8000,8000.0, 36 months, 16.77%,284.31,D,D2,Florida International University,10+ years,MORTGAGE,60000.0,Source Verified,Oct-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=996597,debt_consolidation,Debt Consolidation Loan,331xx,FL,12.06,1,Sep-1995,660,664,2,2.0,,6,0,4284,61%,13,f,0.0,0.0,9005.3703685292,9005.37,8000.0,1005.37,0.0,0.0,0.0,Sep-2012,6448.93,,Mar-2020,679,675,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.35,0.55,0.4,0.5,0.6
2911,1029839,17050,17050,17050.0, 36 months, 14.27%,584.97,C,C2,,7 years,MORTGAGE,40800.0,Verified,Dec-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1029839,credit_card,Get rid of credit card debt forever!!,064xx,CT,20.38,0,Jul-1995,690,694,0,,,5,0,15374,91%,14,f,0.0,0.0,21156.48472900671,21156.48,17050.0,4047.98,58.50000017455,0.0,0.0,Jan-2015,51.9,,May-2020,619,615,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.35,0.55,0.5,0.45,0.6
4269,1005153,3000,3000,3000.0, 36 months, 10.65%,97.72,B,B2,Infosys Limited,7 years,RENT,63372.0,Verified,Oct-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1005153,car,FundToFinanceCar,300xx,GA,9.16,0,Apr-2008,730,734,0,,,4,0,1399,17.3%,6,f,0.0,0.0,3027.12,3027.12,3000.0,27.12,0.0,0.0,0.0,Dec-2011,3027.27,,Dec-2011,759,755,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
6183,972601,2500,2500,2475.0, 36 months,  7.90%,78.23,A,A4,Naples Sailing and Yacht Club,5 years,MORTGAGE,36000.0,Not Verified,Oct-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=972601,debt_consolidation,consolidation,341xx,FL,6.43,1,Dec-1988,720,724,1,21.0,,7,0,2485,31.9%,16,f,0.0,0.0,2816.1033273101,2787.94,2500.0,316.1,0.0,0.0,0.0,Oct-2014,82.89,,Jun-2019,774,770,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
638,1061785,10000,10000,10000.0, 36 months, 14.27%,343.09,C,C2,US Navy,4 years,RENT,44160.0,Source Verified,Dec-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1061785,moving,move,234xx,VA,18.29,0,Jun-2004,690,694,0,,,6,0,14848,95.8%,18,f,0.0,0.0,12351.2100000008,12351.21,10000.0,2351.21,0.0,0.0,0.0,Jan-2015,355.91,,Jan-2015,689,685,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
